Unnamed: 0,ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,track_uri
2462,2023-02-12 16:50:17+00:00,sir_frankster,osx,316986,US,24.2.197.91,unknown,Miserable At Best,Mayday Parade,A Lesson In Romantics,spotify:track:1ONoPkp5XIuw3tZ1GzrNKZ,,,,trackdone,trackdone,False,0.0,False,1676220300,False,1ONoPkp5XIuw3tZ1GzrNKZ
7032,2023-02-22 20:12:37+00:00,sir_frankster,ios,316986,US,166.198.24.67,unknown,Miserable At Best,Mayday Parade,A Lesson In Romantics,spotify:track:1ONoPkp5XIuw3tZ1GzrNKZ,,,,trackdone,trackdone,True,0.0,False,1677096430,False,1ONoPkp5XIuw3tZ1GzrNKZ
5207,2023-03-21 00:47:48+00:00,sir_frankster,osx,316986,US,24.2.197.91,unknown,Miserable At Best,Mayday Parade,A Lesson In Romantics,spotify:track:1ONoPkp5XIuw3tZ1GzrNKZ,,,,trackdone,trackdone,False,0.0,False,1679359338,False,1ONoPkp5XIuw3tZ1GzrNKZ
13535,2023-02-13 20:05:48+00:00,sir_frankster,ios,316986,US,166.198.24.68,unknown,Miserable At Best,Mayday Parade,A Lesson In Romantics,spotify:track:1ONoPkp5XIuw3tZ1GzrNKZ,,,,trackdone,trackdone,True,0.0,False,1676318149,False,1ONoPkp5XIuw3tZ1GzrNKZ
14389,2022-12-17 08:11:18+00:00,sir_frankster,osx,316040,US,24.2.197.91,unknown,Hold On To The Nights,Richard Marx,Richard Marx,spotify:track:3F2YXxSOC9dPmxXdrh6mYl,,,,trackdone,trackdone,False,0.0,False,1671264362,False,3F2YXxSOC9dPmxXdrh6mYl
12593,2023-02-07 02:37:41+00:00,sir_frankster,osx,314883,US,24.2.197.91,unknown,When I Need You - Remastered,Leo Sayer,Endless Flight,spotify:track:2TcwEYyydQuEMJwdmSgVLD,,,,trackdone,endplay,False,1.0,False,1675737145,False,2TcwEYyydQuEMJwdmSgVLD
6,2023-02-27 01:18:12+00:00,sir_frankster,osx,313216,US,24.2.197.91,unknown,Everybody Hurts,R.E.M.,Automatic For The People,spotify:track:6PypGyiu0Y2lCDBN1XZEnP,,,,clickrow,endplay,False,1.0,False,1677460376,False,6PypGyiu0Y2lCDBN1XZEnP
15325,2022-12-17 04:39:36+00:00,sir_frankster,osx,313186,US,24.2.197.91,unknown,Little Jeannie,Elton John,21 At 33,spotify:track:19Kf8FxBJ5a1Bb8uKCrIIe,,,,trackdone,trackdone,False,0.0,False,1671251663,False,19Kf8FxBJ5a1Bb8uKCrIIe
2851,2022-12-17 15:59:37+00:00,sir_frankster,osx,313186,US,24.2.197.91,unknown,Little Jeannie,Elton John,21 At 33,spotify:track:19Kf8FxBJ5a1Bb8uKCrIIe,,,,trackdone,trackdone,False,0.0,False,1671292463,False,19Kf8FxBJ5a1Bb8uKCrIIe
14027,2022-10-22 00:17:24+00:00,sir_frankster,ios,312306,US,166.196.103.58,unknown,All By Myself,Céline Dion,Falling into You,spotify:track:0gsl92EMIScPGV1AU35nuD,,,,trackdone,trackdone,True,0.0,False,1666397532,False,0gsl92EMIScPGV1AU35nuD
11420,2023-01-27 00:42:40+00:00,sir_frankster,osx,312293,US,24.2.197.91,unknown,Mayonaka no Door / Stay With Me,Miki Matsubara,Miki Matsubara Best Collection,spotify:track:2BHj31ufdEqVK5CkYDp9mA,,,,clickrow,endplay,False,1.0,False,1674779849,False,2BHj31ufdEqVK5CkYDp9mA
14175,2022-10-23 19:41:36+00:00,sir_frankster,ios,312107,US,166.196.106.67,unknown,Untouchable (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),spotify:track:0tQ9vBYpldCuikPsbgOVKA,,,,trackdone,trackdone,True,0.0,False,1666553784,False,0tQ9vBYpldCuikPsbgOVKA
11183,2023-02-19 06:58:37+00:00,sir_frankster,osx,311893,US,24.2.197.91,unknown,Sunshine On My Shoulders,John Denver,"Poems, Prayers and Promises",spotify:track:3m8lTUL5GxGUNSaycI77ND,,,,trackdone,trackdone,False,0.0,False,1676789604,False,3m8lTUL5GxGUNSaycI77ND
8314,2023-02-07 02:06:26+00:00,sir_frankster,osx,311893,US,24.2.197.91,unknown,Sunshine On My Shoulders,John Denver,"Poems, Prayers and Promises",spotify:track:3m8lTUL5GxGUNSaycI77ND,,,,clickrow,trackdone,False,0.0,False,1675735276,False,3m8lTUL5GxGUNSaycI77ND
1877,2022-12-24 18:03:33+00:00,sir_frankster,ios,311893,US,107.122.192.129,unknown,Sunshine On My Shoulders,John Denver,"Poems, Prayers and Promises",spotify:track:3m8lTUL5GxGUNSaycI77ND,,,,trackdone,trackdone,True,0.0,False,1671904701,False,3m8lTUL5GxGUNSaycI77ND
7403,2022-12-18 19:09:01+00:00,sir_frankster,ios,311893,US,107.122.192.162,unknown,Sunshine On My Shoulders,John Denver,"Poems, Prayers and Promises",spotify:track:3m8lTUL5GxGUNSaycI77ND,,,,trackdone,trackdone,True,0.0,False,1671390228,False,3m8lTUL5GxGUNSaycI77ND
11512,2023-03-21 01:32:59+00:00,sir_frankster,osx,311106,US,24.2.197.91,unknown,Welcome to the Black Parade,My Chemical Romance,The Black Parade,spotify:track:5wQnmLuC1W7ATsArWACrgW,,,,trackdone,trackdone,False,0.0,False,1679362068,False,5wQnmLuC1W7ATsArWACrgW
3163,2023-04-18 02:13:04+00:00,sir_frankster,osx,309600,US,24.2.197.91,unknown,The Scientist,Coldplay,A Rush of Blood to the Head,spotify:track:75JFxkI2RXiU7L9VXzMkle,,,,trackdone,trackdone,False,0.0,False,1681783674,False,75JFxkI2RXiU7L9VXzMkle
11340,2023-02-25 21:30:38+00:00,sir_frankster,osx,309466,US,24.2.197.91,unknown,"Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)",Antonio Vivaldi,Born in the 1600s: Vivaldi,spotify:track:5GnRdw3oNKF8Mz6gdEcQLK,,,,trackdone,trackdone,False,0.0,False,1677360328,False,5GnRdw3oNKF8Mz6gdEcQLK
5959,2022-12-12 03:52:38+00:00,sir_frankster,osx,308973,US,24.2.197.91,unknown,You've Got a Friend,Carole King,Tapestry,spotify:track:1qhp5owrFGeZ5Jgin28nwR,,,,trackdone,trackdone,False,0.0,False,1670816849,False,1qhp5owrFGeZ5Jgin28nwR
15647,2022-12-18 19:27:35+00:00,sir_frankster,ios,308973,US,107.122.192.162,unknown,You've Got a Friend,Carole King,Tapestry,spotify:track:1qhp5owrFGeZ5Jgin28nwR,,,,trackdone,trackdone,True,0.0,False,1671391346,False,1qhp5owrFGeZ5Jgin28nwR
1793,2023-01-07 01:10:55+00:00,sir_frankster,ios,308973,US,107.127.42.50,unknown,You've Got a Friend,Carole King,Tapestry,spotify:track:1qhp5owrFGeZ5Jgin28nwR,,,,trackdone,trackdone,False,0.0,False,1673053545,False,1qhp5owrFGeZ5Jgin28nwR
8728,2022-12-22 14:41:07+00:00,sir_frankster,ios,308973,US,107.122.192.130,unknown,You've Got a Friend,Carole King,Tapestry,spotify:track:1qhp5owrFGeZ5Jgin28nwR,,,,fwdbtn,trackdone,True,0.0,False,1671719759,False,1qhp5owrFGeZ5Jgin28nwR
237,2022-11-21 00:42:08+00:00,sir_frankster,osx,308035,US,24.2.197.91,unknown,Man in the Mirror,Michael Jackson,The Essential Michael Jackson,spotify:track:2M7y4xDWT67Lf0JE9mrz1R,,,,clickrow,logout,False,0.0,False,1668648431,False,2M7y4xDWT67Lf0JE9mrz1R
2895,2022-12-04 17:37:08+00:00,sir_frankster,ios,308021,US,107.122.192.162,unknown,Finale,The Hunchback of Notre Dame Company,The Hunchback of Notre Dame (Studio Cast Recording),spotify:track:1pAgEx6lFs4E66192Vd56Y,,,,trackdone,unexpected-exit-while-paused,True,0.0,False,1670175119,False,1pAgEx6lFs4E66192Vd56Y
7404,2022-12-12 13:02:09+00:00,sir_frankster,osx,306440,US,24.2.197.91,unknown,Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),spotify:track:7EZC6E7UjZe63f1jRmkWxt,,,,trackdone,trackdone,False,0.0,False,1670849822,False,7EZC6E7UjZe63f1jRmkWxt
6474,2023-03-22 18:16:20+00:00,sir_frankster,ios,306186,US,107.115.20.161,unknown,Goodnight Moon,Go Radio,Do Overs And Second Chances,spotify:track:5zGrlUCEJy4yMZ5xuqxrr0,,,,trackdone,trackdone,True,0.0,False,1679508674,False,5zGrlUCEJy4yMZ5xuqxrr0
3035,2023-03-31 18:24:36+00:00,sir_frankster,ios,306186,US,107.115.20.147,unknown,Goodnight Moon,Go Radio,Do Overs And Second Chances,spotify:track:5zGrlUCEJy4yMZ5xuqxrr0,,,,playbtn,trackdone,True,0.0,False,1680286773,False,5zGrlUCEJy4yMZ5xuqxrr0
10838,2023-02-07 19:35:31+00:00,sir_frankster,ios,306186,US,166.198.24.66,unknown,Goodnight Moon,Go Radio,Do Overs And Second Chances,spotify:track:5zGrlUCEJy4yMZ5xuqxrr0,,,,fwdbtn,endplay,True,1.0,False,1675798227,False,5zGrlUCEJy4yMZ5xuqxrr0
13712,2023-02-13 19:24:55+00:00,sir_frankster,ios,306186,US,166.198.24.68,unknown,Goodnight Moon,Go Radio,Do Overs And Second Chances,spotify:track:5zGrlUCEJy4yMZ5xuqxrr0,,,,fwdbtn,trackdone,True,0.0,False,1676315989,False,5zGrlUCEJy4yMZ5xuqxrr0
12534,2023-04-01 18:29:38+00:00,sir_frankster,ios,306186,US,24.2.197.91,unknown,Goodnight Moon,Go Radio,Do Overs And Second Chances,spotify:track:5zGrlUCEJy4yMZ5xuqxrr0,,,,trackdone,trackdone,True,0.0,False,1680373472,False,5zGrlUCEJy4yMZ5xuqxrr0
8255,2023-04-07 17:25:06+00:00,sir_frankster,ios,306186,US,107.115.20.146,unknown,Goodnight Moon,Go Radio,Do Overs And Second Chances,spotify:track:5zGrlUCEJy4yMZ5xuqxrr0,,,,appload,trackdone,True,0.0,False,1680888000,False,5zGrlUCEJy4yMZ5xuqxrr0
11399,2022-12-17 08:39:33+00:00,sir_frankster,osx,305960,US,24.2.197.91,unknown,Hard to Say I'm Sorry / Get Away - 2005 Remaster,Chicago,Love Songs,spotify:track:41e8y8N7OLiVTWMam9iebK,,,,trackdone,trackdone,False,0.0,False,1671266066,False,41e8y8N7OLiVTWMam9iebK
12637,2022-12-17 05:34:08+00:00,sir_frankster,osx,304786,US,24.2.197.91,unknown,I Want to Know What Love Is - 1999 Remaster,Foreigner,Agent Provocateur,spotify:track:1JLn8RhQzHz3qDqsChcmBl,,,,trackdone,trackdone,False,0.0,False,1671254943,False,1JLn8RhQzHz3qDqsChcmBl
1378,2022-12-15 22:19:18+00:00,sir_frankster,ios,304786,US,107.122.192.162,unknown,I Want to Know What Love Is - 1999 Remaster,Foreigner,Agent Provocateur,spotify:track:1JLn8RhQzHz3qDqsChcmBl,,,,fwdbtn,trackdone,True,0.0,False,1671142455,False,1JLn8RhQzHz3qDqsChcmBl
6359,2023-02-19 19:04:39+00:00,sir_frankster,osx,304426,US,24.2.197.91,unknown,Reckless Love,Cory Asbury,Reckless Love,spotify:track:0rH0mprtecH3grD9HFM5AD,,,,clickrow,fwdbtn,False,1.0,False,1676833174,False,0rH0mprtecH3grD9HFM5AD
10998,2023-03-22 02:52:33+00:00,sir_frankster,osx,304402,US,24.2.197.91,unknown,Fall for You (Acoustic),Secondhand Serenade,A Naked Twist in My Story,spotify:track:5V7mTIcXVU9k2JNu0mE6vy,,,,trackdone,trackdone,False,0.0,False,1679453238,False,5V7mTIcXVU9k2JNu0mE6vy
1117,2022-12-17 06:28:37+00:00,sir_frankster,osx,304133,US,24.2.197.91,unknown,Sacrifice,Elton John,Sleeping With The Past,spotify:track:0e3yhVeNaTfKIWQRw9U9sY,,,,trackdone,trackdone,False,0.0,False,1671258213,False,0e3yhVeNaTfKIWQRw9U9sY
