,ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
37,2017-11-02T20:35:27Z,sir_frankster,OS X 10.12.6 [x86 8],0,US,128.235.8.252,unknown,Clean,Travis Atreo,Clean,spotify:track:2594qS7iKEg6AeLjJDEOIO,,,,fwdbtn,fwdbtn,False,,False,1509654925728,False
38,2020-02-14T11:58:53Z,sir_frankster,"iOS 13.3.1 (iPhone10,1)",1066,US,99.203.25.53,unknown,"Monsters, Inc.",Randy Newman,"Monsters, Inc.",spotify:track:5e0O7MjhNHq9G67qDFM8nR,,,,fwdbtn,fwdbtn,True,,False,1581681531477,False
39,2019-11-05T21:31:22Z,sir_frankster,OS X 10.14.5 [x86 8],240071,US,128.235.250.32,unknown,Canon in D Major - Strings,Canon in D Variations,Variations and Re-inventions on Pachelbel's Canon in D Major,spotify:track:3gpbAUVjEB2alVBbRRO21O,,,,clickrow,endplay,False,,False,1572989231584,False
40,2021-10-20T18:32:05Z,sir_frankster,"iOS 12.0.1 (iPhone6,1)",263280,US,107.127.45.51,unknown,Arcadia,Lana Del Rey,Arcadia,spotify:track:5mqVdt50q0fYvyz3gd6eKe,,,,trackdone,trackdone,False,,True,1634737098980,False
41,2019-04-08T13:23:34Z,sir_frankster,"iOS 12.1.2 (iPhone8,1)",238880,US,66.87.30.151,unknown,Move Along,The All-American Rejects,Move Along,spotify:track:2l57cfmCnOkwNX1tky02n1,,,,trackdone,trackdone,True,,False,1554729574369,False
42,2021-10-19T12:28:39Z,sir_frankster,"iOS 12.0.1 (iPhone6,1)",209560,US,107.127.45.36,unknown,hope ur ok,Olivia Rodrigo,SOUR,spotify:track:1zejeOnykpCoyVSit6Bwp3,,,,trackdone,trackdone,False,,False,1634646308075,False
43,2019-02-17T00:51:27Z,sir_frankster,OS X 10.14.2 [x86 8],28723,US,130.68.183.15,unknown,Clouds,One Direction,FOUR,spotify:track:6ibWCCEne6WEqDBAv7BeXv,,,,clickrow,endplay,False,,False,1550364658696,False
44,2020-10-16T19:29:03Z,sir_frankster,Windows 10 (10.0.18362; x64; AppX),209453,US,108.53.217.176,unknown,Baby It's Cold Outside,The Hound + The Fox,Songs of Winter,spotify:track:5u5HVJ1OpISYqXZRNjB8DA,,,,trackdone,trackdone,False,,False,1602876332890,False
45,2021-04-30T18:33:26Z,sir_frankster,"iOS 14.4.2 (iPhone13,1)",290573,US,166.172.61.144,unknown,Just the Way You Are,Billy Joel,The Stranger (Legacy Edition),spotify:track:49MHCPzvMLXhRjDantBMVH,,,,trackdone,trackdone,True,,False,1619807314606,False
46,2018-03-15T20:32:05Z,sir_frankster,"iOS 11.1.1 (iPhone8,1)",294333,US,66.87.84.155,unknown,Fifteen,Taylor Swift,Fearless,spotify:track:4t0OI7XrODjSkAu3bTPmWj,,,,trackdone,trackdone,True,,False,1521145630446,False
47,2019-12-02T14:25:34Z,sir_frankster,"iOS 13.1.3 (iPhone10,1)",113480,US,99.203.24.235,unknown,Hard Headed Woman,Elvis Presley,King Creole,spotify:track:32CVurlBxtEYQlDm3yzCLl,,,,trackdone,trackdone,False,,False,1575296620115,False
48,2016-03-11T16:25:41Z,sir_frankster,"iOS 9.2.1 (iPhone8,1)",217406,US,66.87.31.194,unknown,19 You + Me,Dan + Shay,19 You + Me,spotify:track:0uZhRTUTRk3iaAlJPLswm1,,,,trackdone,trackdone,True,0.0,False,0,False
49,2021-04-08T14:53:44Z,sir_frankster,Windows 10 (10.0.19042; x64),219146,US,108.53.217.176,unknown,you were good to me,Jeremy Zucker,brent,spotify:track:4CxFN5zON70B3VOPBYbd6P,,,,clickrow,trackdone,False,,False,1617893405302,False
50,2019-05-31T21:28:12Z,sir_frankster,OS X 10.14.4 [x86 8],134681,US,100.8.116.86,unknown,A Teenager In Love,Dion & The Belmonts,Presenting Dion And The Belmonts,spotify:track:0QGwOFQChzflLAmPq5NwKo,,,,clickrow,endplay,True,,False,1559337956824,False
51,2022-09-19T02:34:59Z,sir_frankster,OS X 11.4.0 [arm 2],90675,US,24.2.197.91,unknown,Just When I Needed You Most,Randy VanWarmer,Warmer,spotify:track:55wl56WlKI85UBNZoFxe9P,,,,trackdone,logout,False,,False,1663469903868,False
52,2020-04-15T01:55:42Z,sir_frankster,"iOS 13.3.1 (iPhone10,1)",9380,US,100.8.116.86,unknown,Sad Song (feat. Elena Coats),We The Kings,Somewhere Somehow,spotify:track:05CrK6Q5VGtfPDtyQFJ4Kf,,,,fwdbtn,endplay,True,,False,1586915732892,False
53,2023-02-07T02:00:45Z,sir_frankster,osx,215026,US,24.2.197.91,unknown,The Rose,Bette Midler,Jackpot! The Best Bette,spotify:track:5iUzEn2QzBW0KEWNQO1KQC,,,,appload,trackdone,False,0.0,False,1675735000,False
54,2021-11-22T19:57:36Z,sir_frankster,"iOS 15.1.1 (iPhone13,1)",1462,US,107.127.45.1,unknown,Because of You,Kelly Clarkson,Breakaway,spotify:track:3f3omU8n47Mqyab5nCaGyT,,,,fwdbtn,fwdbtn,True,,False,1637611053916,False
55,2017-10-05T22:33:05Z,sir_frankster,"iOS 10.3.3 (iPhone8,1)",169800,US,66.87.85.81,unknown,Heavy (feat. Kiiara),Linkin Park,One More Light,spotify:track:104buTcnP2AsxqB7U1FIZ4,,,,fwdbtn,trackdone,True,,False,1507242615853,False
56,2019-05-03T03:48:14Z,sir_frankster,OS X 10.14.4 [x86 8],240760,US,100.8.96.120,unknown,I'll Stand by You,Pretenders,Last of the Independents,spotify:track:3Nf8oGn1okobzjDcFCvT6n,,,,trackdone,endplay,True,,False,1556855052877,False
57,2022-02-25T21:39:24Z,sir_frankster,Windows 10 (10.0.19044; x64),125040,US,67.80.109.157,unknown,"Topsy Turvy, Pt. 1",Erik Liberman,The Hunchback of Notre Dame (Studio Cast Recording),spotify:track:2uEpLwqjyeb6fAGXAE0mUu,,,,trackdone,trackdone,False,,False,1645825037783,False
58,2018-08-16T11:52:52Z,sir_frankster,OS X 10.13.5 [x86 8],26958,US,38.113.90.254,unknown,Check Yes Or No,George Strait,Strait Out Of The Box,spotify:track:6iy4PoAuZBMvtrlDX4VxC7,,,,clickrow,endplay,False,,False,1534420336466,False
59,2020-05-09T10:03:14Z,sir_frankster,OS X 10.15.4 [x86 4],62711,US,100.8.116.86,unknown,Zurg's Planet,Randy Newman,Toy Story 2,spotify:track:0HjLl9IgcoCetajljz6bK7,,,,trackdone,unexpected-exit-while-paused,False,,False,1588302893694,False
60,2019-09-11T16:30:43Z,sir_frankster,"iOS 12.4.1 (iPhone8,1)",237000,US,128.235.250.32,unknown,Breakaway,Kelly Clarkson,Breakaway,spotify:track:61Qhe2mHSLhUE04QeK4lkD,,,,trackdone,trackdone,False,,False,1568219205826,False
61,2018-07-06T00:52:51Z,sir_frankster,OS X 10.13.5 [x86 8],167200,US,73.215.121.100,unknown,All Falls Down (feat. Juliander) - Jay Pryor Remix,Alan Walker,All Falls Down (feat. Juliander),spotify:track:6DvFpuZxGEN0PFazts83XQ,,,,trackdone,trackdone,False,,False,1530838203483,False
62,2018-02-01T13:45:23Z,sir_frankster,"iOS 11.2.2 (iPhone6,1)",261426,US,173.124.95.132,unknown,Breakeven,The Script,The Script,spotify:track:38xWaVFKaxZlMFvzNff2aW,,,,trackdone,trackdone,True,,False,1517492450944,False
63,2022-12-10T16:10:43Z,sir_frankster,osx,184800,US,24.2.197.91,unknown,"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,A Star Is Born,spotify:track:2IcqY68BxP1ONPi3ME6aje,,,,trackdone,trackdone,False,0.0,False,1670688458,False
64,2018-10-08T20:12:53Z,sir_frankster,"iOS 11.4.1 (iPhone8,1)",394,US,128.235.250.32,unknown,...Ready For It?,Taylor Swift,reputation,spotify:track:2yLa0QULdQr0qAIvVwN6B5,,,,fwdbtn,fwdbtn,True,,False,1539029572010,False
65,2020-10-14T16:48:46Z,sir_frankster,Windows 10 (10.0.18362; x64; AppX),190893,US,108.53.217.176,unknown,illicit affairs,Taylor Swift,folklore,spotify:track:6DrLROM5MG9bxWHeEG5elq,,,,clickrow,trackdone,False,,False,1602693935809,False
66,2019-03-23T19:56:41Z,sir_frankster,"iOS 12.1.2 (iPhone8,1)",240760,US,66.87.30.38,unknown,I'll Stand by You,Pretenders,Last of the Independents,spotify:track:3Nf8oGn1okobzjDcFCvT6n,,,,trackdone,trackdone,True,,False,1553370759703,False
67,2019-06-04T01:26:57Z,sir_frankster,OS X 10.14.5 [x86 8],123160,US,100.8.116.86,unknown,Moon River (From Breakfast at Tiffany's) [Remastered],Audrey Hepburn,Moon River (Breakfast at Tiffany's) [Remastered],spotify:track:1XwAKjAZ1xDZOcuyZoqce4,,,,trackdone,trackdone,False,,False,1559611493415,False
68,2019-05-06T16:38:50Z,sir_frankster,OS X 10.14.4 [x86 8],194973,US,100.8.96.245,unknown,End of the Day,One Direction,Made In The A.M.,spotify:track:5AezhHjX3R1bmxcAEgrFpS,,,,trackdone,trackdone,False,,False,1557160534222,False
69,2021-03-05T20:54:49Z,sir_frankster,Windows 10 (10.0.18363; x64),1120,US,108.53.217.176,unknown,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,,,,fwdbtn,fwdbtn,False,,False,1614977687340,False
70,2022-04-17T19:04:56Z,sir_frankster,"iOS 15.4.1 (iPhone13,1)",227880,US,107.122.160.162,unknown,Firework,Katy Perry,Teenage Dream: The Complete Confection,spotify:track:4lCv7b86sLynZbXhfScfm2,,,,playbtn,trackdone,False,,False,1650222067915,False
71,2021-10-19T14:37:14Z,sir_frankster,"iOS 12.0.1 (iPhone6,1)",177568,US,107.127.45.36,unknown,Her,Anne-Marie,Her,spotify:track:2GjQ5KNXggsIRpx5ZUj2zX,,,,trackdone,trackdone,False,,False,1634654055808,False
72,2020-06-24T14:46:51Z,sir_frankster,"iOS 13.5.1 (iPhone10,1)",3071,US,99.203.76.7,unknown,Il Mondo E Nostro (Rule the World),Jonathan & Charlotte,Together,spotify:track:4lwRDlsekRKkNrsgAQkD3U,,,,trackdone,fwdbtn,True,,False,1593010006680,False
73,2022-03-30T14:19:01Z,sir_frankster,Windows 10 (10.0.19044; x64),45296,US,67.80.109.157,unknown,Top Of The World,Ciara Renée,The Hunchback of Notre Dame (Studio Cast Recording),spotify:track:5GU2rPUlPhZOiPIKvWqJL7,,,,trackdone,backbtn,False,,False,1648649894470,False
74,2018-12-12T17:06:07Z,sir_frankster,OS X 10.14.1 [x86 8],0,US,130.68.183.13,unknown,Where You Are,Christopher Jackson,Moana,spotify:track:2bwSCIuNtVrQPVddCi8sOW,,,,fwdbtn,fwdbtn,False,,False,1544634365516,False
75,2019-04-24T00:17:20Z,sir_frankster,OS X 10.14.3 [x86 8],45464,US,130.68.183.13,unknown,Say You Won't Let Go,James Arthur,Say You Won't Let Go,spotify:track:1Pw5C4N6Fn5E4mGCxmbbVa,,,,backbtn,logout,True,,False,1556019306831,False
76,2022-12-10T23:57:39Z,sir_frankster,osx,218186,US,24.2.197.91,unknown,The Long And Winding Road - Remastered 2009,The Beatles,Let It Be,spotify:track:3mlMpmY8oZIBFc39D9zLbh,,,,clickrow,trackdone,False,0.0,False,1670716442,False
77,2015-02-13T22:12:40Z,sir_frankster,Windows 8 (6.2.9200; x64),8933,US,96.25.209.201,unknown,,,,,,,,popup,popup,False,1.0,False,0,False
78,2023-03-18T19:23:54Z,sir_frankster,ios,161599,US,107.115.17.123,unknown,I Wouldn't Mind,He Is We,Fall out of Line,spotify:track:6fuA28tFxMmsx7bmB1bsw4,,,,playbtn,trackdone,True,0.0,False,1679167270,False
79,2019-06-04T00:42:30Z,sir_frankster,OS X 10.14.5 [x86 8],153218,US,100.8.116.86,unknown,Don't Forget to Remember Me,Carrie Underwood,Some Hearts,spotify:track:0SCtEUwSkgavjuzebBznX5,,,,trackdone,endplay,False,,False,1559606403818,False
80,2017-11-14T17:28:11Z,sir_frankster,OS X 10.12.6 [x86 8],316920,US,128.235.8.253,unknown,,,,,,,,trackdone,trackdone,False,,False,1510680173263,False
81,2022-04-03T19:16:08Z,sir_frankster,"iOS 15.3.1 (iPhone13,1)",216280,US,107.122.160.162,unknown,Grand Romantic,Nate Ruess,Grand Romantic,spotify:track:3xFhn0a0C2khTewk69wpPN,,,,clickrow,trackdone,False,,False,1649013151788,False
82,2017-12-26T23:21:26Z,sir_frankster,"iOS 11.2.1 (iPhone8,1)",218853,US,108.53.119.186,unknown,Risk It All,The Vamps,Meet The Vamps,spotify:track:05mpS2M6bbeobLq8Szib2z,,,,playbtn,trackdone,True,,False,1514330267077,False
83,2022-07-02T00:48:23Z,sir_frankster,"iOS 15.5 (iPhone13,1)",149613,US,107.115.20.49,unknown,Homeward Bound,Simon & Garfunkel,"Parsley, Sage, Rosemary And Thyme",spotify:track:4Xl2PrS3DJqqSKXCo6Uhv9,,,,trackdone,trackdone,True,,False,1656722753030,False
84,2022-01-26T17:40:25Z,sir_frankster,"iOS 15.2.1 (iPhone13,1)",202826,US,107.115.20.129,unknown,enough for you,Olivia Rodrigo,SOUR,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,,,,trackdone,trackdone,True,,False,1643218621959,False
85,2018-10-10T12:53:07Z,sir_frankster,OS X 10.13.6 [x86 8],295515,US,128.235.250.32,unknown,With Or Without You - Remastered,U2,The Joshua Tree,spotify:track:4ha9ajL4Kz98uldAfuos6p,,,,trackdone,trackdone,False,,False,1539175690735,False
86,2021-10-20T09:15:01Z,sir_frankster,"iOS 12.0.1 (iPhone6,1)",208986,US,24.146.205.242,unknown,Too Sad To Cry,Sasha Alex Sloan,Self Portrait,spotify:track:3CRtbOoAP82y0VbPO5j1ft,,,,trackdone,trackdone,False,,False,1634721091176,False
87,2022-10-30T19:41:22Z,sir_frankster,ios,1927,US,107.127.45.161,unknown,The Way I Loved You (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),spotify:track:22bPsP2jCgbLUvh82U0Z3M,,,,fwdbtn,fwdbtn,True,1.0,False,1667158881,False
88,2021-11-29T16:24:14Z,sir_frankster,"iOS 15.1.1 (iPhone13,1)",193653,US,130.219.8.33,unknown,Dirty Little Secret,The All-American Rejects,Move Along,spotify:track:5lDriBxJd22IhOH9zTcFrV,,,,trackdone,trackdone,False,,False,1638202859545,False
89,2020-04-29T18:07:53Z,sir_frankster,"iOS 13.4.1 (iPhone10,1)",9269,US,100.8.116.86,unknown,You Should Be Dancing,Bee Gees,Children Of The World,spotify:track:2xiOdusRnZezQok1RgLNeS,,,,trackdone,endplay,True,,False,1588183662713,False
90,2021-09-24T18:34:21Z,sir_frankster,"iOS 14.7.1 (iPhone13,1)",68373,US,107.126.43.210,unknown,,,,,"Real GMAT Problems Ep 8 - Official Guide 11th Edition PS #s 22, 24, and 25 - Tips, Strategies, Tactics",The GMAT® Strategy Podcast,spotify:episode:3l1lRtt9rc7n43j9wTjjBu,clickrow,endplay,False,,False,1632508392054,False
91,2018-05-27T04:25:53Z,sir_frankster,OS X 10.13.4 [x86 8],140093,US,73.215.121.100,unknown,"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",Susan Egan,Disney's Greatest Volume 1,spotify:track:3Dupb5AcaVFErlSSfl3szW,,,,trackdone,trackdone,False,,False,1527395012953,False
92,2021-04-05T15:19:44Z,sir_frankster,"iOS 14.4.2 (iPhone13,1)",7707,US,108.53.217.176,unknown,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,spotify:track:7e89621JPkKaeDSTQ3avtg,,,,trackdone,fwdbtn,True,,False,1617635974990,False
93,2018-02-21T13:13:07Z,sir_frankster,"iOS 11.1.1 (iPhone8,1)",354320,US,128.235.250.32,unknown,Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera,spotify:track:7tFiyTwD0nx5a1eklYtX2J,,,,trackdone,trackdone,True,,False,1519218379780,False
94,2018-12-11T15:28:43Z,sir_frankster,"iOS 12.1 (iPhone8,1)",238106,US,128.235.250.32,unknown,Come In With The Rain,Taylor Swift,Fearless Platinum Edition,spotify:track:4pl5zcqCv4vc3cB7M4MZ6f,,,,trackdone,trackdone,False,,False,1544541884886,False
95,2020-10-28T02:17:28Z,sir_frankster,Windows 10 (10.0.18362; x64; AppX),204460,US,108.53.217.176,unknown,All Along the Watchtower,Jimi Hendrix,Electric Ladyland,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,,,,clickrow,logout,False,,False,1603577559752,False
96,2018-02-08T14:39:41Z,sir_frankster,"iOS 11.1.1 (iPhone8,1)",292560,US,66.87.84.175,unknown,Back To December - Acoustic,Taylor Swift,Speak Now,spotify:track:6IH2Z54gYPLqgJtxZjX80i,,,,trackdone,trackdone,True,,False,1518100487214,False
97,2021-02-23T02:49:24Z,sir_frankster,Windows 10 (10.0.18363; x64; AppX),193089,US,108.53.217.176,unknown,Black And White,Niall Horan,Heartbreak Weather,spotify:track:7rpNuuoMbid56XkDsx2FjE,,,,trackdone,trackdone,False,,False,1614048369341,False
